Animal ID,Name,DateTime,MonthYear,Found Location,Intake Type,Intake Condition,Animal Type,Sex upon Intake,Age upon Intake,Breed,Color
A681856,Gordo,06/26/2014 11:25:00 AM,06/26/2014 11:25:00 AM,5300 Overbrook in Austin (TX),Owner Surrender,Sick,Dog,Neutered Male,2 years,Chihuahua Shorthair Mix,Black/White
A777862,Hank,08/04/2018 02:43:00 PM,08/04/2018 02:43:00 PM,3606 Goodwin Avenue in Austin (TX),Stray,Normal,Dog,Intact Male,3 months,Labrador Retriever Mix,Red/White
A695255,Kendra,04/13/2015 11:40:00 AM,04/13/2015 11:40:00 AM,Ploverville And Bescott in Austin (TX),Stray,Normal,Dog,Spayed Female,9 months,German Shepherd,Brown/Black
A758933,,09/24/2017 11:51:00 AM,09/24/2017 11:51:00 AM,4800 South Interstate 35 in Austin (TX),Stray,Normal,Dog,Intact Male,1 year,Pbgv Mix,White/Tricolor
A780000,*Link,09/08/2018 11:56:00 AM,09/08/2018 11:56:00 AM,Braker And Ih 35 in Austin (TX),Stray,Normal,Dog,Intact Male,1 year,Staffordshire Mix,Brown/White
A669116,*Turner,12/14/2013 05:16:00 PM,12/14/2013 05:16:00 PM,Outside Jurisdiction,Stray,Normal,Dog,Intact Male,1 year,Golden Retriever Mix,Gold/White
A698564,Colby,03/13/2015 05:31:00 PM,03/13/2015 05:31:00 PM,Braker Ln And Hwy 183 in Austin (TX),Stray,Nursing,Dog,Intact Male,2 days,Labrador Retriever/Boxer,Tan/White
A719854,,01/29/2016 11:16:00 AM,01/29/2016 11:16:00 AM,11900 Buckingham Rd in Austin (TX),Stray,Normal,Cat,Intact Female,8 months,Domestic Shorthair Mix,White/Brown Tabby
A720867,*Mae Belle,02/16/2016 03:34:00 PM,02/16/2016 03:34:00 PM,1203 Springdale Rd in Austin (TX),Stray,Normal,Cat,Spayed Female,10 years,Domestic Shorthair Mix,Calico
A754235,*Daisy,07/17/2017 04:02:00 PM,07/17/2017 04:02:00 PM,9100 Meadowheath Drive in Austin (TX),Stray,Normal,Cat,Intact Female,2 months,Domestic Shorthair Mix,Tortie
A731230,,07/18/2016 06:03:00 PM,07/18/2016 06:03:00 PM,2614 Howellwood Way in Austin (TX),Public Assist,Normal,Cat,Unknown,2 weeks,Domestic Shorthair Mix,White
A666965,,11/10/2013 12:44:00 PM,11/10/2013 12:44:00 PM,6003 Bull Creek Rd in Austin (TX),Stray,Normal,Cat,Neutered Male,7 years,Domestic Shorthair Mix,Brown Tabby
A738240,,11/11/2016 02:53:00 PM,11/11/2016 02:53:00 PM,4019 Far West Blvd in Austin (TX),Stray,Normal,Cat,Unknown,2 weeks,Domestic Shorthair Mix,Black
A721045,Buddy,02/20/2016 12:36:00 PM,02/20/2016 12:36:00 PM,Austin (TX),Euthanasia Request,Normal,Dog,Neutered Male,13 years,Border Collie Mix,Black/White
A691828,Lily,11/10/2014 12:24:00 PM,11/10/2014 12:24:00 PM,Austin (TX),Euthanasia Request,Normal,Dog,Intact Female,2 years,Labrador Retriever Mix,Black/White
A719831,Max,01/28/2016 02:51:00 PM,01/28/2016 02:51:00 PM,7905 Briarton Dr in Austin (TX),Stray,Injured,Dog,Intact Male,5 years,Miniature Schnauzer Mix,Gray
A716862,,11/27/2015 12:03:00 PM,11/27/2015 12:03:00 PM,11800 Pinto Circle in Travis (TX),Stray,Normal,Cat,Intact Male,5 months,Domestic Shorthair Mix,Brown Tabby
A783714,Thatcher,11/05/2018 10:25:00 AM,11/05/2018 10:25:00 AM,2305 Park Lane in Webberville (TX),Stray,Normal,Dog,Intact Male,8 months,Great Pyrenees Mix,White
A699543,*Stewie,09/15/2015 06:50:00 PM,09/15/2015 06:50:00 PM,Austin (TX),Owner Surrender,Normal,Dog,Neutered Male,6 months,Labrador Retriever/Pit Bull,White/Black
A730624,Luna,09/05/2016 01:17:00 PM,09/05/2016 01:17:00 PM,Austin (TX),Owner Surrender,Normal,Dog,Spayed Female,2 years,German Shepherd Mix,Cream/White
A774183,Mr Butterbal,06/11/2018 12:38:00 PM,06/11/2018 12:38:00 PM,6700 Galindo in Austin (TX),Stray,Injured,Dog,Unknown,4 months,Pomeranian Mix,Red
A725872,Lova,02/01/2018 12:16:00 PM,02/01/2018 12:16:00 PM,Georgian Drive And Rundberg in Austin (TX),Stray,Normal,Dog,Intact Female,1 year,German Shepherd,Tan/Black
A683310,,07/09/2014 11:32:00 AM,07/09/2014 11:32:00 AM,Outside Jurisdiction,Stray,Nursing,Dog,Intact Male,1 weeks,Labrador Retriever Mix,Black/White
A765609,*Will,01/23/2018 01:25:00 PM,01/23/2018 01:25:00 PM,11101 Decker Lake Rd in Austin (TX),Stray,Injured,Dog,Intact Male,3 years,Australian Cattle Dog Mix,Blue Tick
A769646,Skye,04/08/2018 07:41:00 AM,04/08/2018 07:41:00 AM,Austin (TX),Owner Surrender,Normal,Dog,Spayed Female,4 years,Siberian Husky Mix,White
A750967,*Lewis,06/02/2017 03:50:00 PM,06/02/2017 03:50:00 PM,3227 E 5Th St in Austin (TX),Stray,Normal,Cat,Intact Male,3 weeks,Domestic Shorthair Mix,Brown Tabby
A731641,,07/25/2016 01:04:00 PM,07/25/2016 01:04:00 PM,N Pleasant Valley Rd & Lyons Rd in Austin (TX),Stray,Normal,Dog,Intact Female,1 month,Labrador Retriever/Golden Retriever,Gold/White
A691240,,11/01/2014 11:33:00 AM,11/01/2014 11:33:00 AM,Levander Loop in Austin (TX),Public Assist,Aged,Dog,Intact Female,10 years,Catahoula Mix,Blue Merle
A693977,Hendrix,12/28/2014 12:08:00 PM,12/28/2014 12:08:00 PM,Austin (TX),Owner Surrender,Normal,Dog,Neutered Male,3 years,Catahoula Mix,White/Brown Merle
A713550,,10/08/2015 02:32:00 PM,10/08/2015 02:32:00 PM,3002 Ellon Rd in Del Valle (TX),Stray,Normal,Cat,Intact Male,4 months,Domestic Shorthair Mix,Orange Tabby
A726498,Chip,05/12/2016 04:10:00 PM,05/12/2016 04:10:00 PM,Austin (TX),Owner Surrender,Normal,Cat,Spayed Female,1 year,Domestic Shorthair Mix,Calico
A683405,*Jacy,07/09/2014 10:45:00 AM,07/09/2014 10:45:00 AM,Del Valle (TX),Stray,Nursing,Cat,Intact Male,2 days,Domestic Shorthair Mix,Black Tabby
A680234,*Vida,05/31/2014 11:42:00 AM,05/31/2014 11:42:00 AM,Harding Dr And Pasadena in Austin (TX),Stray,Normal,Dog,Intact Female,1 year,Manchester Terrier/Chihuahua Shorthair,Black/Brown Brindle
A699431,Emily,03/27/2015 11:31:00 AM,03/27/2015 11:31:00 AM,Pflugerville (TX),Owner Surrender,Normal,Dog,Spayed Female,13 years,Jack Russell Terrier/Manchester Terrier,Black/Tan
A707004,Ranger,07/06/2015 03:27:00 PM,07/06/2015 03:27:00 PM,916 Reseach Blvd in Austin (TX),Stray,Normal,Cat,Intact Male,1 month,Domestic Shorthair Mix,White/Orange Tabby
A693269,Denver,12/05/2014 01:01:00 PM,12/05/2014 01:01:00 PM,Austin (TX),Owner Surrender,Nursing,Dog,Intact Male,0 years,Treeing Walker Coonhound/German Shepherd,Brown/Black
A528248,Basil,08/10/2018 11:01:00 AM,08/10/2018 11:01:00 AM,Austin (TX),Owner Surrender,Normal,Cat,Neutered Male,12 years,Domestic Shorthair Mix,Blue
A686019,Smokie,12/07/2015 05:46:00 PM,12/07/2015 05:46:00 PM,Kayview Dr And Beckett Rd in Austin (TX),Stray,Normal,Dog,Intact Male,2 years,Australian Cattle Dog/Border Collie,Blue/Black
A769199,Sophia,04/01/2018 11:37:00 AM,04/01/2018 11:37:00 AM,1430 Frontier Valley Trail in Austin (TX),Stray,Normal,Dog,Intact Female,2 years,Dachshund Mix,Black/Tan
A668544,*Venus,12/04/2013 11:12:00 PM,12/04/2013 11:12:00 PM,Lago Vista (TX),Public Assist,Normal,Cat,Intact Female,6 months,Domestic Medium Hair Mix,Brown Tabby
A764404,Bartonspring,12/29/2017 02:02:00 PM,12/29/2017 02:02:00 PM,1005 Blue Fox in Austin (TX),Public Assist,Other,Dog,Neutered Male,5 years,Labrador Retriever Mix,White
A692783,,11/25/2014 02:39:00 PM,11/25/2014 02:39:00 PM,8519 Cahill Dr in Austin (TX),Stray,Normal,Cat,Intact Female,7 months,Domestic Shorthair Mix,Torbie
A769453,*Clawford,04/05/2018 08:12:00 AM,04/05/2018 08:12:00 AM,Austin (TX),Stray,Nursing,Cat,Intact Male,2 days,Domestic Shorthair Mix,Brown Tabby
A689225,,09/30/2014 07:11:00 PM,09/30/2014 07:11:00 PM,14909 Cordero Dr in Austin (TX),Stray,Normal,Cat,Intact Female,6 years,Domestic Medium Hair Mix,Brown Tabby
A781670,,10/03/2018 03:49:00 PM,10/03/2018 03:49:00 PM,2930 Ellon Road in Del Valle (TX),Stray,Normal,Cat,Intact Female,1 year,Domestic Shorthair Mix,Brown Tabby
A666380,Bud,01/16/2017 05:11:00 PM,01/16/2017 05:11:00 PM,Little Theater Bend And Arbor Hill Lane in Austin (TX),Stray,Normal,Dog,Neutered Male,6 years,Pit Bull Mix,Brown/White
A751418,,06/08/2017 08:22:00 AM,06/08/2017 08:22:00 AM,2105 Gracey Farms Lane in Austin (TX),Wildlife,Injured,Other,Unknown,2 years,Opossum,Gray/Black
A731018,,07/14/2016 05:28:00 PM,07/14/2016 05:28:00 PM,515 Congress Ave in Austin (TX),Wildlife,Normal,Other,Unknown,2 years,Bat Mix,Brown
A725855,*Morrison,05/03/2016 02:49:00 PM,05/03/2016 02:49:00 PM,20412 Ed Acklin Rd in Manor (TX),Stray,Normal,Dog,Intact Female,2 years,German Shepherd Mix,Brown Brindle/White
A679458,*Ava,05/21/2014 12:27:00 PM,05/21/2014 12:27:00 PM,2941 Moss St in Austin (TX),Stray,Normal,Cat,Intact Female,3 weeks,Domestic Shorthair Mix,Torbie/White
A736908,*Taylor,10/19/2016 11:04:00 AM,10/19/2016 11:04:00 AM,Austin (TX),Stray,Normal,Cat,Intact Male,1 month,Domestic Medium Hair Mix,Black
A705260,Lilly,06/15/2015 12:46:00 PM,06/15/2015 12:46:00 PM,Austin (TX),Public Assist,Normal,Dog,Spayed Female,2 years,Pit Bull Mix,White/Blue
A728307,,06/02/2016 07:21:00 PM,06/02/2016 07:21:00 PM,Austin (TX),Owner Surrender,Nursing,Dog,Intact Female,0 years,Pit Bull Mix,Tan/White
A736942,*Piglet,10/19/2016 04:51:00 PM,10/19/2016 04:51:00 PM,12036 Parsons Rd in Travis (TX),Stray,Sick,Dog,Intact Male,5 months,Chihuahua Longhair Mix,White/Tan
A726546,*Jinny,05/12/2016 11:01:00 AM,05/12/2016 11:01:00 AM,7500 S Pleasant Valley Rd in Austin (TX),Stray,Normal,Dog,Intact Female,1 year,Pit Bull Mix,Fawn/White
A763040,Sky,12/01/2017 05:43:00 PM,12/01/2017 05:43:00 PM,Austin (TX),Owner Surrender,Sick,Cat,Spayed Female,6 years,Domestic Shorthair Mix,White/Blue
A783008,,10/24/2018 10:12:00 AM,10/24/2018 10:12:00 AM,8108 Cardin in Austin (TX),Wildlife,Injured,Other,Unknown,1 year,Raccoon Mix,Black/Gray
A739867,*Dooley,12/08/2016 11:10:00 AM,12/08/2016 11:10:00 AM,Green Forest Dr And Brighten Rd in Austin (TX),Stray,Normal,Dog,Intact Male,11 years,Chihuahua Shorthair Mix,Tan/White
A743443,Jack,02/10/2017 02:08:00 PM,02/10/2017 02:08:00 PM,11215 Research in Austin (TX),Stray,Normal,Dog,Intact Male,8 months,Redbone Hound/Rhod Ridgeback,Red
A781677,Izzie,10/03/2018 04:10:00 PM,10/03/2018 04:10:00 PM,508 West Odell Street in Austin (TX),Stray,Normal,Dog,Spayed Female,10 years,Cavalier Span Mix,Tricolor/Black
A662146,*Ollie,07/12/2014 04:13:00 PM,07/12/2014 04:13:00 PM,Oleander in Austin (TX),Stray,Normal,Dog,Neutered Male,1 year,Chihuahua Shorthair Mix,White/Black
A721759,Miles,03/03/2016 05:50:00 PM,03/03/2016 05:50:00 PM,Austin (TX),Owner Surrender,Normal,Cat,Neutered Male,8 years,Domestic Longhair Mix,Orange Tabby
A750275,,05/25/2017 10:20:00 AM,05/25/2017 10:20:00 AM,4604 S Lamar Blvd in Austin (TX),Wildlife,Sick,Other,Unknown,1 year,Raccoon Mix,Gray/Black
A728143,Jameson,06/04/2016 12:41:00 PM,06/04/2016 12:41:00 PM,Austin (TX),Public Assist,Normal,Dog,Neutered Male,1 year,Border Collie,Black/White
A786962,Moana,01/05/2019 02:04:00 PM,01/05/2019 02:04:00 PM,1300 Cool Shadow Drive in Austin (TX),Stray,Normal,Dog,Intact Female,2 years,Australian Shepherd/Collie Rough,Brown/Black
A772592,,05/21/2018 01:59:00 PM,05/21/2018 01:59:00 PM,811 Yabers Court in Austin (TX),Stray,Normal,Other,Unknown,1 week,Rabbit Sh Mix,Black
A713361,*Smudge,10/06/2015 10:19:00 AM,10/06/2015 10:19:00 AM,2347 Douglas #1103 in Austin (TX),Owner Surrender,Normal,Cat,Intact Male,2 years,Domestic Shorthair Mix,Black/White
A772600,Micha,05/21/2018 02:45:00 PM,05/21/2018 02:45:00 PM,Austin (TX),Owner Surrender,Normal,Dog,Intact Female,3 years,Yorkshire Terrier Mix,Gray/Tan
A671248,,01/21/2014 03:37:00 PM,01/21/2014 03:37:00 PM,51St And Berkman in Austin (TX),Stray,Injured,Dog,Intact Female,2 years,Pit Bull Mix,Brown Brindle/White
A745496,*Lydia,03/18/2017 04:27:00 PM,03/18/2017 04:27:00 PM,10525 W Parmer Ln in Austin (TX),Stray,Normal,Dog,Intact Female,1 year,Labrador Retriever/Australian Cattle Dog,Tan
A668465,Fitz,12/04/2013 12:25:00 PM,12/04/2013 12:25:00 PM,1111 Lawson in Austin (TX),Stray,Normal,Dog,Neutered Male,2 years,St. Bernard Rough Coat/German Shepherd,Tan/Black
A688008,Tequila,09/12/2014 08:56:00 PM,09/12/2014 08:56:00 PM,1221 Southport Dr in Austin (TX),Owner Surrender,Normal,Dog,Intact Female,3 years,Staffordshire,Fawn/White
A668694,Reece,12/07/2013 01:45:00 PM,12/07/2013 01:45:00 PM,Duval  And Amherst in Austin (TX),Stray,Normal,Dog,Intact Female,3 months,Chihuahua Shorthair Mix,White
A773204,,05/29/2018 11:45:00 AM,05/29/2018 11:45:00 AM,2320 East Riverside Drive in Austin (TX),Stray,Normal,Cat,Intact Male,4 weeks,Domestic Shorthair Mix,Brown Tabby/White
A745406,,03/17/2017 12:32:00 PM,03/17/2017 12:32:00 PM,11719 Schriber Rd in Travis (TX),Stray,Normal,Dog,Intact Female,4 weeks,Labrador Retriever Mix,Tan/White
A771657,,05/08/2018 11:37:00 AM,05/08/2018 11:37:00 AM,10003 Longhorn Skwy in Austin (TX),Wildlife,Sick,Other,Unknown,1 year,Fox Mix,Silver/Orange
A762647,Maggie,11/29/2017 06:14:00 PM,11/29/2017 06:14:00 PM,Outside Jurisdiction,Owner Surrender,Normal,Dog,Spayed Female,1 year,Australian Shepherd Mix,Black/White
A692332,Gypsy,11/18/2014 04:10:00 PM,11/18/2014 04:10:00 PM,Austin (TX),Owner Surrender,Normal,Dog,Spayed Female,8 months,Papillon Mix,White/Black
A709504,,08/10/2015 11:01:00 AM,08/10/2015 11:01:00 AM,5904 E Stassney in Austin (TX),Stray,Normal,Cat,Intact Male,5 months,Domestic Shorthair Mix,White/Black
A694892,Tina,01/06/2015 11:35:00 AM,01/06/2015 11:35:00 AM,11604 Loweswater in Austin (TX),Stray,Nursing,Dog,Intact Female,2 years,Pit Bull Mix,White/Brown Brindle
A769175,,03/31/2018 05:01:00 PM,03/31/2018 05:01:00 PM,Davis And Brodie in Austin (TX),Stray,Normal,Dog,Spayed Female,2 years,Chihuahua Shorthair Mix,White
A726012,,05/05/2016 08:03:00 AM,05/05/2016 08:03:00 AM,2702 Rae Dell Ave in Austin (TX),Stray,Sick,Cat,Intact Female,2 weeks,Domestic Medium Hair Mix,Seal Point
A781925,,10/08/2018 05:05:00 PM,10/08/2018 05:05:00 PM,Austin (TX),Wildlife,Sick,Other,Unknown,2 years,Bat Mix,Red
A696373,Reeses,02/03/2015 08:52:00 PM,02/03/2015 08:52:00 PM,308 Le Grande Ave in Austin (TX),Stray,Normal,Cat,Neutered Male,9 years,Domestic Shorthair Mix,Orange Tabby/Orange
A759684,Chichi,10/05/2017 06:47:00 PM,10/05/2017 06:47:00 PM,Dean Keeton And French Place in Austin (TX),Stray,Normal,Dog,Intact Female,2 years,Yorkshire Terrier Mix,Black
A765184,Harley,01/14/2018 03:11:00 PM,01/14/2018 03:11:00 PM,Adelphi Lane And Ganymede Drive in Austin (TX),Stray,Normal,Dog,Neutered Male,7 years,Australian Cattle Dog Mix,Blue Merle
A731494,Blake,07/23/2016 11:12:00 AM,07/23/2016 11:12:00 AM,5416 Marlborough Dr in Austin (TX),Stray,Injured,Cat,Intact Male,3 months,Bombay Mix,Black
A739416,*Tater,12/02/2016 02:00:00 PM,12/02/2016 02:00:00 PM,6719 N Lamar Blvd in Austin (TX),Stray,Normal,Dog,Intact Male,1 month,Dachshund,Black/Brown
A782827,,10/21/2018 02:35:00 PM,10/21/2018 02:35:00 PM,2803 Loyola Lane in Austin (TX),Stray,Normal,Dog,Intact Male,2 years,Chihuahua Shorthair Mix,Tan
A781981,*Zap,10/09/2018 10:15:00 AM,10/09/2018 10:15:00 AM,719 West William Cannon in Austin (TX),Stray,Normal,Dog,Neutered Male,2 years,Border Collie Mix,Red
A745841,,03/25/2017 11:00:00 AM,03/25/2017 11:00:00 AM,2101 East 16Th  St in Austin (TX),Stray,Normal,Cat,Spayed Female,1 year,Domestic Shorthair Mix,Brown Tabby
A721261,Muffy,02/24/2016 11:10:00 AM,02/24/2016 11:10:00 AM,Del Valle (TX),Owner Surrender,Normal,Dog,Spayed Female,8 years,Lhasa Apso Mix,Tricolor
A682410,,06/27/2014 02:02:00 PM,06/27/2014 02:02:00 PM,2505 Inwood Pl in Austin (TX),Wildlife,Normal,Other,Unknown,4 weeks,Bat Mix,Red/Cream
A665483,,10/18/2013 02:33:00 PM,10/18/2013 02:33:00 PM,E. 3Rd & Trinity in Austin (TX),Wildlife,Normal,Other,Unknown,6 months,Bat Mix,Gray
A768838,Luna,03/26/2018 10:54:00 AM,03/26/2018 10:54:00 AM,9909  Manchaca Road in Austin (TX),Stray,Normal,Dog,Intact Female,1 year,Dachshund Mix,Brown
A704707,,06/08/2015 11:40:00 AM,06/08/2015 11:40:00 AM,6700 Evelyn Rd in Austin (TX),Stray,Normal,Cat,Unknown,3 weeks,Siamese Mix,Seal Point
A731804,*Stella,07/27/2016 04:14:00 PM,07/27/2016 04:14:00 PM,2048 W Stassney Ln in Austin (TX),Stray,Normal,Cat,Intact Female,1 year,Domestic Shorthair Mix,Blue/White
A703711,Domingo,06/21/2015 08:36:00 AM,06/21/2015 08:36:00 AM,4434 Frontier in Austin (TX),Stray,Normal,Dog,Neutered Male,5 months,German Shepherd/Labrador Retriever,Black
A735184,*Mia,09/20/2016 11:27:00 AM,09/20/2016 11:27:00 AM,3001 Yandall in Austin (TX),Stray,Normal,Cat,Intact Female,4 weeks,Domestic Shorthair Mix,Torbie
A618681,*Gidget,10/27/2014 03:24:00 PM,10/27/2014 03:24:00 PM,124 West Anderson Lane in Austin (TX),Stray,Normal,Cat,Spayed Female,4 years,Tonkinese Mix,Tortie
A732733,,08/13/2016 11:42:00 AM,08/13/2016 11:42:00 AM,7619 Scenic Brook in Austin (TX),Public Assist,Sick,Cat,Intact Male,1 year,Domestic Shorthair Mix,Black/White
A755013,Pinta,09/14/2017 06:17:00 PM,09/14/2017 06:17:00 PM,Austin (TX),Public Assist,Other,Dog,Spayed Female,10 months,Chihuahua Shorthair/Jack Russell Terrier,White/Tricolor
A734064,,08/31/2016 06:43:00 PM,08/31/2016 06:43:00 PM,4924 Craigwood And Fm 969 in Austin (TX),Stray,Normal,Cat,Intact Male,3 weeks,Domestic Shorthair Mix,Blue/White
A757143,*Hollywood,08/30/2017 03:47:00 PM,08/30/2017 03:47:00 PM,908 Cripple Creek in Austin (TX),Stray,Normal,Dog,Intact Female,2 years,Pit Bull Mix,Black/White
A701397,*Platypus,04/28/2015 06:44:00 PM,04/28/2015 06:44:00 PM,6600 Elm Creek in Austin (TX),Stray,Normal,Cat,Intact Male,4 weeks,Domestic Shorthair Mix,Brown Tabby
A701691,Shadow,05/03/2015 01:33:00 PM,05/03/2015 01:33:00 PM,528 S Meadowlark St in Austin (TX),Public Assist,Normal,Dog,Intact Male,2 years,Golden Retriever Mix,Red
A719480,Ricky,01/21/2016 11:10:00 AM,01/21/2016 11:10:00 AM,Austin (TX),Owner Surrender,Normal,Cat,Intact Female,2 years,Domestic Medium Hair Mix,Brown Tabby/White
A710732,*Tilly,08/26/2015 07:04:00 PM,08/26/2015 07:04:00 PM,1912 E William Cannon Dr in Austin (TX),Stray,Normal,Dog,Spayed Female,10 years,Boxer/English Bulldog,Brown Brindle/White
A673208,Cataleya,02/20/2014 11:16:00 AM,02/20/2014 11:16:00 AM,Mckinney Falls Pkwy & Terrell Ln in Austin (TX),Stray,Normal,Dog,Intact Female,1 year,Boxer,White
A711477,Ollie,09/07/2015 12:29:00 PM,09/07/2015 12:29:00 PM,Travis (TX),Owner Surrender,Normal,Cat,Neutered Male,6 months,Domestic Shorthair Mix,Orange Tabby
A746359,,04/01/2017 11:38:00 AM,04/01/2017 11:38:00 AM,815 W 47Th St in Austin (TX),Stray,Normal,Cat,Unknown,1 weeks,Domestic Shorthair Mix,Brown Tabby
A757911,,09/08/2017 12:28:00 PM,09/08/2017 12:28:00 PM,3207 Sunny Lane in Austin (TX),Stray,Normal,Cat,Unknown,4 months,Domestic Medium Hair Mix,Black/White
A724748,Cal,04/21/2016 01:12:00 PM,04/21/2016 01:12:00 PM,Austin (TX),Owner Surrender,Normal,Cat,Intact Male,8 months,Domestic Shorthair Mix,Black
A761487,*Froggy,11/05/2017 03:16:00 PM,11/05/2017 03:16:00 PM,Austin (TX),Stray,Normal,Dog,Intact Male,2 years,Pit Bull Mix,Black/White
A601498,Boudreaux,06/19/2015 06:46:00 PM,06/19/2015 06:46:00 PM,S 1St St And Meadow Lea Dr in Austin (TX),Stray,Normal,Dog,Neutered Male,5 years,Rat Terrier,Tricolor
A712592,,09/25/2015 02:33:00 PM,09/25/2015 02:33:00 PM,124 W Anderson Ln in Austin (TX),Stray,Nursing,Cat,Intact Male,2 days,Domestic Shorthair Mix,Brown Tabby
A663556,Luna,02/13/2015 04:23:00 PM,02/13/2015 04:23:00 PM,Austin (TX),Owner Surrender,Normal,Dog,Spayed Female,2 years,Papillon,Yellow/White
A719106,*Harvey,01/13/2016 11:54:00 AM,01/13/2016 11:54:00 AM,Shady Ln And Airport Blvd in Austin (TX),Stray,Normal,Dog,Intact Male,1 year,Chihuahua Shorthair Mix,Tricolor
A777244,,07/25/2018 04:09:00 PM,07/25/2018 04:09:00 PM,3103 Yellowpine Terrace in Austin (TX),Public Assist,Normal,Other,Unknown,1 year,Bat Mix,Brown
A730966,*Pororo,07/14/2016 07:48:00 AM,07/14/2016 07:48:00 AM,Parker Ln & Timber Ridge in Austin (TX),Stray,Normal,Dog,Intact Male,1 year,Chihuahua Shorthair Mix,Tan/White
A680862,,06/09/2014 11:40:00 AM,06/09/2014 11:40:00 AM,2000 N. Ih35 in Austin (TX),Stray,Normal,Bird,Unknown,2 weeks,Duck,Yellow/Black
A712044,*Owen,09/16/2015 10:55:00 AM,09/16/2015 10:55:00 AM,2816 E 12Th St in Austin (TX),Stray,Normal,Dog,Intact Male,2 months,German Shepherd/Labrador Retriever,Red/Black
A707779,Roo,01/10/2016 07:07:00 PM,01/10/2016 07:07:00 PM,6511 S. I 35 in Austin (TX),Stray,Normal,Dog,Spayed Female,1 year,Chihuahua Shorthair/Jack Russell Terrier,Tricolor
A772588,,05/21/2018 01:59:00 PM,05/21/2018 01:59:00 PM,811 Yabers Court in Austin (TX),Stray,Normal,Other,Unknown,1 week,Rabbit Sh Mix,Black
A522371,Pua,06/07/2018 12:41:00 PM,06/07/2018 12:41:00 PM,Manor (TX),Owner Surrender,Normal,Dog,Spayed Female,9 years,Labrador Retriever/Queensland Heeler,Gray/Brown
A719790,*Kristoff,01/27/2016 06:54:00 PM,01/27/2016 06:54:00 PM,Austin (TX),Owner Surrender,Normal,Cat,Intact Male,1 month,Domestic Shorthair Mix,Blue
A722780,*Kev,03/22/2016 11:18:00 AM,03/22/2016 11:18:00 AM,Austin (TX),Owner Surrender,Injured,Dog,Neutered Male,2 years,Chihuahua Shorthair Mix,Tan/Black
A703590,*Pasqual,05/27/2015 11:14:00 AM,05/27/2015 11:14:00 AM,6311 Colina Ln in Austin (TX),Stray,Normal,Cat,Intact Male,1 month,Domestic Longhair Mix,Black/White
A784752,,11/19/2018 04:59:00 PM,11/19/2018 04:59:00 PM,3154 East Highway 71 in Del Valle (TX),Stray,Normal,Cat,Unknown,1 year,Domestic Shorthair Mix,Black
A755154,*Alamo,07/29/2017 05:25:00 PM,07/29/2017 05:25:00 PM,East 7Th And Comal in Austin (TX),Stray,Normal,Dog,Intact Female,2 years,Staffordshire Mix,White/Tan
A770651,Butters,04/23/2018 12:06:00 PM,04/23/2018 12:06:00 PM,3800 South Second Street in Austin (TX),Stray,Normal,Dog,Neutered Male,5 years,Labrador Retriever/Australian Cattle Dog,Cream
A744363,,02/27/2017 03:50:00 PM,02/27/2017 03:50:00 PM,5114 Turnstone Dr in Austin (TX),Wildlife,Sick,Other,Unknown,6 months,Raccoon Mix,Brown
A771839,,05/10/2018 03:57:00 PM,05/10/2018 03:57:00 PM,40 S Ih Svrd Sb in Austin (TX),Wildlife,Normal,Other,Unknown,1 year,Bat Mix,Brown/Black
A735680,*Elias,09/27/2016 12:17:00 PM,09/27/2016 12:17:00 PM,14908 Fagerquist Rd in Austin (TX),Stray,Normal,Cat,Intact Male,2 months,Domestic Shorthair Mix,Brown Tabby/White
A783374,Queen,10/29/2018 04:34:00 PM,10/29/2018 04:34:00 PM,Austin (TX),Owner Surrender,Injured,Dog,Intact Female,3 years,Yorkshire Terrier/Maltese,White
A719061,Max,01/12/2016 09:30:00 AM,01/12/2016 09:30:00 AM,1412 Orange Spice Ct in Travis (TX),Owner Surrender,Normal,Dog,Intact Male,8 months,Akita,Sable/White
A694500,Zari,12/29/2014 02:23:00 PM,12/29/2014 02:23:00 PM,2336 Douglas St in Austin (TX),Stray,Normal,Dog,Spayed Female,9 years,Dachshund Mix,Red
A577832,Chopper,05/01/2014 04:02:00 PM,05/01/2014 04:02:00 PM,9206 Spring Hollow Dr in Austin (TX),Public Assist,Normal,Cat,Neutered Male,4 years,Domestic Shorthair Mix,Orange Tabby/White
